Learning Rate,Decay,Iteration,Learning Rate at Iteration,Loss
0.0001,0.0,5600,0.0001,0.28790700231858507
0.0001,0.0,5700,0.0001,0.21923796592344913
0.0001,0.0,5800,0.0001,0.21932662510135204
0.0001,0.0,5900,0.0001,0.21947862626143758
0.0001,0.0,6000,0.0001,0.22205533797623242
0.0001,0.0,6100,0.0001,0.21857185908613158
0.0001,0.0,6200,0.0001,0.23730732377709196
0.0001,0.0,6300,0.0001,0.21834931835681898
0.0001,0.0,6400,0.0001,0.21812495875914767
0.0001,0.0,6500,0.0001,0.21895894557525378
0.0001,0.0,6600,0.0001,0.21849639546571153
0.0001,0.0,6700,0.0001,0.21881071863100798
0.0001,0.0,6800,0.0001,0.21802466155973882
0.0001,0.0,6900,0.0001,0.21809070277220544
0.0001,0.0,7000,0.0001,0.21812626597221046
0.0001,0.0,7100,0.0001,0.2189402581377698
0.0001,0.0,7200,0.0001,0.21812171990208715
0.0001,0.0,7300,0.0001,0.21752830285421335
0.0001,0.0,7400,0.0001,0.2182319712426517
0.0001,0.0,7500,0.0001,0.2191317227340385
0.0001,0.0,7600,0.0001,0.21736481005509156
0.0001,0.0,7700,0.0001,0.21732150608635264
0.0001,0.0,7800,0.0001,0.21792557623862474
0.0001,0.0,7900,0.0001,0.21802789148097
0.0001,0.0,8000,0.0001,0.21745039936680316
0.0001,0.0,8100,0.0001,0.21763274058953536
0.0001,0.0,8200,0.0001,0.21807916360004523
0.0001,0.0,8300,0.0001,0.2199503791999219
0.0001,0.0,8400,0.0001,0.3133286172385364
0.0001,0.0,8500,0.0001,0.2173728804182002
0.0001,0.0,8600,0.0001,0.21867192732880808
0.0001,0.0,8700,0.0001,0.21713488411921178
0.0001,0.0,8800,0.0001,0.21686912210319378
0.0001,0.0,8900,0.0001,0.21692705743247032
0.0001,0.0,9000,0.0001,0.21887355994049157
0.0001,0.0,9100,0.0001,0.21752651518841382
0.0001,0.0,9200,0.0001,0.217151880643022
0.0001,0.0,9300,0.0001,0.2165360719192592
0.0001,0.0,9400,0.0001,0.21685462353781318
0.0001,0.0,9500,0.0001,0.21741221430541155
0.0001,0.0,9600,0.0001,0.21784257424338396
0.0001,0.0,9700,0.0001,0.21702675372012004
0.0001,0.0,9800,0.0001,0.21890125752117265
0.0001,0.0,9900,0.0001,0.21682427164090057
0.0001,0.0,10000,0.0001,0.21749294908328484
0.0001,0.0,10100,0.0001,0.2204476542148552
0.0001,0.0,10200,0.0001,0.2168872896525372
0.0001,0.0,10300,0.0001,0.21747609230356627
0.0001,0.0,10400,0.0001,0.21849260050841288
0.0001,0.0,10500,0.0001,0.21714816857356417
0.0001,0.0,10600,0.0001,0.2173067616881306
0.0001,0.0,10700,0.0001,0.22435372807943854
0.0001,0.0,10800,0.0001,0.22019092144549862
0.0001,0.0,10900,0.0001,0.2167404449792554
0.0001,0.0,11000,0.0001,0.2168360159776707
0.0001,0.0,11100,0.0001,0.2182901809005509
0.0001,0.0,11200,0.0001,0.21730034000992784
0.0001,0.0,11300,0.0001,0.21821134625732766
0.0001,0.0,11400,0.0001,0.21726040047004108
0.0001,0.0,11500,0.0001,0.21637705313574387
0.0001,0.0,11600,0.0001,0.21893759675546604
0.0001,0.0,11700,0.0001,0.2712203283913283
0.0001,0.0,11800,0.0001,0.27485176182615756
0.0001,0.0,11900,0.0001,0.21630190891335388
0.0001,0.0,12000,0.0001,0.21901424962997343
0.0001,0.0,12100,0.0001,0.21648292752843387
0.0001,0.0,12200,0.0001,0.2595188069630822
0.0001,0.0,12300,0.0001,0.24634640084363052
0.0001,0.0,12400,0.0001,0.21726353763352646
0.0001,0.0,12500,0.0001,0.21695357467513543
0.0001,0.0,12600,0.0001,0.2175764819307343
0.0001,0.0,12700,0.0001,0.21740105109978947
0.0001,0.0,12800,0.0001,0.21940939190164022
0.0001,0.0,12900,0.0001,0.21645538495955427
0.0001,0.0,13000,0.0001,0.21606500602991463
0.0001,0.0,13100,0.0001,0.21944457381046972
0.0001,0.0,13200,0.0001,0.216459595061876
0.0001,0.0,13300,0.0001,0.21835328427975798
0.0001,0.0,13400,0.0001,0.21644377691274108
0.0001,0.0,13500,0.0001,0.2263980574979469
0.0001,0.0,13600,0.0001,0.2178460486341847
0.0001,0.0,13700,0.0001,0.25969457972322874
0.0001,0.0,13800,0.0001,0.21872622630586055
0.0001,0.0,13900,0.0001,0.2172504039807875
0.0001,0.0,14000,0.0001,0.2165141470471355
0.0001,0.0,14100,0.0001,0.2268649144516824
0.0001,0.0,14200,0.0001,0.21831726157630799
0.0001,0.0,14300,0.0001,0.22188146192092312
0.0001,0.0,14400,0.0001,0.24163829771052175
0.0001,0.0,14500,0.0001,0.21640193185693068
0.0001,0.0,14600,0.0001,0.21896137702086071
0.0001,0.0,14700,0.0001,0.2265493201199022
0.0001,0.0,14800,0.0001,0.21717602089527852
0.0001,0.0,14900,0.0001,0.21827281951130723
0.0001,0.0,15000,0.0001,0.21631370516512033
0.0001,0.0,15100,0.0001,0.22020206955821384
0.0001,0.0,15200,0.0001,0.21653421532276532
0.0001,0.0,15300,0.0001,0.21572906530025135
0.0001,0.0,15400,0.0001,0.23764489481429582
0.0001,0.0,15500,0.0001,0.21608264368000984
0.0001,0.0,15600,0.0001,0.2545851181510081
0.0001,0.0,15700,0.0001,0.21642809821319003
0.0001,0.0,15800,0.0001,0.21578320094411285
0.0001,0.0,15900,0.0001,0.2175733472539403
0.0001,0.0,16000,0.0001,0.2161396841362519
0.0001,0.0,16100,0.0001,0.2196344626487579
0.0001,0.0,16200,0.0001,0.22781413842568685
0.0001,0.0,16300,0.0001,0.21570065412204575
0.0001,0.0,16400,0.0001,0.2169330774036061
0.0001,0.0,16500,0.0001,0.21751059252851115
0.0001,0.0,16600,0.0001,0.2158194775287106
0.0001,0.0,16700,0.0001,0.21578803772740188
0.0001,0.0,16800,0.0001,0.216422288070657
0.0001,0.0,16900,0.0001,0.2293005638467582
0.0001,0.0,17000,0.0001,0.3320270241410713
0.0001,0.0,17100,0.0001,0.22802080062804647
0.0001,0.0,17200,0.0001,0.22101819594664487
0.0001,0.0,17300,0.0001,0.21707524000038128
0.0001,0.0,17400,0.0001,0.2177584776595148
0.0001,0.0,17500,0.0001,0.2168746192605065
0.0001,0.0,17600,0.0001,0.21708676012019706
0.0001,0.0,17700,0.0001,0.21615400796101442
0.0001,0.0,17800,0.0001,0.2170002368744595
0.0001,0.0,17900,0.0001,0.2317054057676227
0.0001,0.0,18000,0.0001,0.21691069162755822
0.0001,0.0,18100,0.0001,0.21679647803353116
0.0001,0.0,18200,0.0001,0.25033009304492027
0.0001,0.0,18300,0.0001,0.21641873061481004
0.0001,0.0,18400,0.0001,0.22184937793126003
0.0001,0.0,18500,0.0001,0.2172070233595209
0.0001,0.0,18600,0.0001,0.21633617121666038
0.0001,0.0,18700,0.0001,0.21768513433107958
0.0001,0.0,18800,0.0001,0.21556826332388768
0.0001,0.0,18900,0.0001,0.2166864431283071
0.0001,0.0,19000,0.0001,0.21564755358082047
0.0001,0.0,19100,0.0001,0.2160893826686573
0.0001,0.0,19200,0.0001,0.2159891682682497
0.0001,0.0,19300,0.0001,0.2157484431405255
0.0001,0.0,19400,0.0001,0.21609332883981772
0.0001,0.0,19500,0.0001,0.24658034471469653
0.0001,0.0,19600,0.0001,0.21643167920634476
0.0001,0.0,19700,0.0001,0.32119720256899775
0.0001,0.0,19800,0.0001,0.2163232740401408
0.0001,0.0,19900,0.0001,0.21721674788188605
0.0001,0.0,20000,0.0001,0.21702400357418222
0.0001,0.0,20100,0.0001,0.21638751780867183
0.0001,0.0,20200,0.0001,0.2212235222579838
0.0001,0.0,20300,0.0001,0.21675294566601122
0.0001,0.0,20400,0.0001,0.2176695344477661
0.0001,0.0,20500,0.0001,0.22213875729136534
0.0001,0.0,20600,0.0001,0.2162379652280064
0.0001,0.0,20700,0.0001,0.2163466574413031
0.0001,0.0,20800,0.0001,0.21780469198972857
0.0001,0.0,20900,0.0001,0.2163866317824647
0.0001,0.0,21000,0.0001,0.21607491739725637
0.0001,0.0,21100,0.0001,0.21715159166574097
0.0001,0.0,21200,0.0001,0.22207104999476582
0.0001,0.0,21300,0.0001,0.21655977162029313
0.0001,0.0,21400,0.0001,0.22563194240481524
0.0001,0.0,21500,0.0001,0.21621532139566008
0.0001,0.0,21600,0.0001,0.2162211578678604
0.0001,0.0,21700,0.0001,0.2160962188501846
0.0001,0.0,21800,0.0001,0.21538346848791
0.0001,0.0,21900,0.0001,0.2165410167868995
0.0001,0.0,22000,0.0001,0.2162810349330974
0.0001,0.0,22100,0.0001,0.21638632639814848
0.0001,0.0,22200,0.0001,0.21565343080070656
0.0001,0.0,22300,0.0001,0.21610840548551655
0.0001,0.0,22400,0.0001,0.2303515441012687
0.0001,0.0,22500,0.0001,0.2156159366892656
0.0001,0.0,22600,0.0001,0.323505529653652
0.0001,0.0,22700,0.0001,0.28557247860857343
0.0001,0.0,22800,0.0001,0.21648900208493552
0.0001,0.0,22900,0.0001,0.2158116181214748
0.0001,0.0,23000,0.0001,0.21644466855271227
0.0001,0.0,23100,0.0001,0.21550288282542185
0.0001,0.0,23200,0.0001,0.2155554758189332
0.0001,0.0,23300,0.0001,0.21809508269605904
0.0001,0.0,23400,0.0001,0.2153408450629083
0.0001,0.0,23500,0.0001,0.21680390240581765
0.0001,0.0,23600,0.0001,0.21621715503187178
0.0001,0.0,23700,0.0001,0.22043865468706766
0.0001,0.0,23800,0.0001,0.21596599027078722
0.0001,0.0,23900,0.0001,0.2357543400322691
0.0001,0.0,24000,0.0001,0.21597221011466267
0.0001,0.0,24100,0.0001,0.217192336345865
0.0001,0.0,24200,0.0001,0.2163913388666934
0.0001,0.0,24300,0.0001,0.21647196240108954
0.0001,0.0,24400,0.0001,0.21559934169687034
0.0001,0.0,24500,0.0001,0.21696005481246317
0.0001,0.0,24600,0.0001,0.2157261577921298
0.0001,0.0,24700,0.0001,0.21594556207358917
0.0001,0.0,24800,0.0001,0.2154642454785851
0.0001,0.0,24900,0.0001,0.2157841090426001
0.0001,0.0,25000,0.0001,0.2155425604215746
0.0001,0.0,25100,0.0001,0.21710109062717536
0.0001,0.0,25200,0.0001,0.21628170447245848
0.0001,0.0,25300,0.0001,0.2158563193269007
0.0001,0.0,25400,0.0001,0.21504586434280543
0.0001,0.0,25500,0.0001,0.21731893932954277
0.0001,0.0,25600,0.0001,0.21507052513603092
0.0001,0.0,25700,0.0001,0.21702157954343895
0.0001,0.0,25800,0.0001,0.21908819349379263
0.0001,0.0,25900,0.0001,0.21586976145527334
0.0001,0.0,26000,0.0001,0.21674850957928865
0.0001,0.0,26100,0.0001,0.21574231701009272
0.0001,0.0,26200,0.0001,0.21923125855060643
0.0001,0.0,26300,0.0001,0.21673556506071048
0.0001,0.0,26400,0.0001,0.21605101745813682
0.0001,0.0,26500,0.0001,0.2159718935256374
0.0001,0.0,26600,0.0001,0.21511513739813576
0.0001,0.0,26700,0.0001,0.21556227033308117
0.0001,0.0,26800,0.0001,0.21538824326088218
0.0001,0.0,26900,0.0001,0.21807520004695957
0.0001,0.0,27000,0.0001,0.22416455810933011
0.0001,0.0,27100,0.0001,0.3008673034779553
0.0001,0.0,27200,0.0001,0.21588454803604004
0.0001,0.0,27300,0.0001,0.21633745740055688
0.0001,0.0,27400,0.0001,0.2996705094727726
0.0001,0.0,27500,0.0001,0.22026067642256436
0.0001,0.0,27600,0.0001,0.2159799564640483
0.0001,0.0,27700,0.0001,0.21582789331209357
0.0001,0.0,27800,0.0001,0.21553256429571754
0.0001,0.0,27900,0.0001,0.21638529055420633
0.0001,0.0,28000,0.0001,0.21611265764452345
0.0001,0.0,28100,0.0001,0.21742499630921902
0.0001,0.0,28200,0.0001,0.21610961775171036
0.0001,0.0,28300,0.0001,0.21564991914355147
0.0001,0.0,28400,0.0001,0.2162336792167794
0.0001,0.0,28500,0.0001,0.23995290279309855
0.0001,0.0,28600,0.0001,0.2175059985262152
0.0001,0.0,28700,0.0001,0.21593569815672864
0.0001,0.0,28800,0.0001,0.21612882487403895
0.0001,0.0,28900,0.0001,0.21533830830583797
0.0001,0.0,29000,0.0001,0.21645210872512147
0.0001,0.0,29100,0.0001,0.21687120900649764
0.0001,0.0,29200,0.0001,0.26199232517774657
0.0001,0.0,29300,0.0001,0.21674571163812092
0.0001,0.0,29400,0.0001,0.2225854286404491
0.0001,0.0,29500,0.0001,0.21714552072189683
0.0001,0.0,29600,0.0001,0.2178553273469288
0.0001,0.0,29700,0.0001,0.2157739860502692
0.0001,0.0,29800,0.0001,0.21887488896629798
0.0001,0.0,29900,0.0001,0.22512874339002376
0.0001,0.0,30000,0.0001,0.2158498439984773
0.0001,0.0,30100,0.0001,0.21626040593631693
0.0001,0.0,30200,0.0001,0.21587001827472138
0.0001,0.0,30300,0.0001,0.21714682808902633
0.0001,0.0,30400,0.0001,0.21636807055541
0.0001,0.0,30500,0.0001,0.21597142325423602
0.0001,0.0,30600,0.0001,0.21502018950114124
0.0001,0.0,30700,0.0001,0.21590561479112313
0.0001,0.0,30800,0.0001,0.21654050483019047
0.0001,0.0,30900,0.0001,0.2178510492152982
0.0001,0.0,31000,0.0001,0.21619020722806914
0.0001,0.0,31100,0.0001,0.21588351238312214
0.0001,0.0,31200,0.0001,0.22030229133888996
0.0001,0.0,31300,0.0001,0.21592211560874114
0.0001,0.0,31400,0.0001,0.2162355878987194
0.0001,0.0,31500,0.0001,0.3064075920296895
0.0001,0.0,31600,0.0001,0.21576504423395623
0.0001,0.0,31700,0.0001,0.21564699100410767
0.0001,0.0,31800,0.0001,0.21561022037535224
0.0001,0.0,31900,0.0001,0.21564503361454557
0.0001,0.0,32000,0.0001,0.21650900383900357
0.0001,0.0,32100,0.0001,0.21559527881020302
0.0001,0.0,32200,0.0001,0.21600639754899217
0.0001,0.0,32300,0.0001,0.21775477712196836
0.0001,0.0,32400,0.0001,0.21877716062980201
0.0001,0.0,32500,0.0001,0.2196200015163777
0.0001,0.0,32600,0.0001,0.2148029384803426
0.0001,0.0,32609,0.0001,0.21442059697016294
0.0001,0.0,32700,0.0001,0.28001091334014777
0.0001,0.0,32800,0.0001,0.2631005862686644
0.0001,0.0,32900,0.0001,0.21605620435542142
0.0001,0.0,33000,0.0001,0.22724500774490933
0.0001,0.0,33100,0.0001,0.2156222443659646
0.0001,0.0,33200,0.0001,0.24666007315348293
0.0001,0.0,33300,0.0001,0.2178714925711513
0.0001,0.0,33400,0.0001,0.21769998920838685
0.0001,0.0,33500,0.0001,0.21605588591606542
0.0001,0.0,33600,0.0001,0.21677850013952527
0.0001,0.0,33700,0.0001,0.2178072530503052
0.0001,0.0,33800,0.0001,0.21647415142715834
0.0001,0.0,33900,0.0001,0.21636757464333162
0.0001,0.0,34000,0.0001,0.21660309738761202
0.0001,0.0,34100,0.0001,0.2166989318941283
0.0001,0.0,34200,0.0001,0.22911077784828188
0.0001,0.0,34300,0.0001,0.21559716748309135
0.0001,0.0,34400,0.0001,0.2161326226160562
0.0001,0.0,34500,0.0001,0.21561404653600744
0.0001,0.0,34600,0.0001,0.21572908425476736
0.0001,0.0,34700,0.0001,0.21596341912716951
0.0001,0.0,34800,0.0001,0.2217750744140315
0.0001,0.0,34900,0.0001,0.21572984777000245
0.0001,0.0,35000,0.0001,0.21618160242924261
0.0001,0.0,35100,0.0001,0.215413655305213
0.0001,0.0,35200,0.0001,0.21610406752297326
0.0001,0.0,35300,0.0001,0.21619591595165744
0.0001,0.0,35400,0.0001,0.21595950463787406
0.0001,0.0,35500,0.0001,0.22005134617748118
0.0001,0.0,35600,0.0001,0.21671028990637653
0.0001,0.0,35700,0.0001,0.21579174855433325
0.0001,0.0,35800,0.0001,0.21583373098641156
0.0001,0.0,35900,0.0001,0.2154633278539088
0.0001,0.0,36000,0.0001,0.21682209367793848
0.0001,0.0,36100,0.0001,0.21555603916041513
0.0001,0.0,36200,0.0001,0.21644907925942766
0.0001,0.0,36300,0.0001,0.21650978856757747
0.0001,0.0,36400,0.0001,0.2159926385591083
0.0001,0.0,36500,0.0001,0.22344171891539333
0.0001,0.0,36600,0.0001,0.21655533313784728
0.0001,0.0,36700,0.0001,0.21581501956678584
0.0001,0.0,36800,0.0001,0.21511322034225888
0.0001,0.0,36900,0.0001,0.2163408590781879
0.0001,0.0,37000,0.0001,0.21518795756005554
0.0001,0.0,37100,0.0001,0.21615814636937844
0.0001,0.0,37200,0.0001,0.21583761186817974
0.0001,0.0,37300,0.0001,0.2161066467355813
0.0001,0.0,37400,0.0001,0.21637789440882566
0.0001,0.0,37500,0.0001,0.21946369397373697
0.0001,0.0,37600,0.0001,0.2155698836741589
0.0001,0.0,37700,0.0001,0.253368480265713
0.0001,0.0,37800,0.0001,0.21588692373484564
0.0001,0.0,37900,0.0001,0.2150442362387958
0.0001,0.0,38000,0.0001,0.2171481890278246
0.0001,0.0,38100,0.0001,0.23181008450421203
0.0001,0.0,38200,0.0001,0.21812872442829015
0.0001,0.0,38300,0.0001,0.2150945561126727
0.0001,0.0,38400,0.0001,0.2239392634336037
0.0001,0.0,38500,0.0001,0.21563510175368789
0.0001,0.0,38600,0.0001,0.21606920340431057
0.0001,0.0,38700,0.0001,0.21659887692411653
0.0001,0.0,38800,0.0001,0.21661336284674684
0.0001,0.0,38900,0.0001,0.21531463227260642
0.0001,0.0,39000,0.0001,0.21589460292668972
0.0001,0.0,39100,0.0001,0.2164047743718794
0.0001,0.0,39200,0.0001,0.21803596417886842
0.0001,0.0,39300,0.0001,0.21608475233423047
0.0001,0.0,39400,0.0001,0.21588359265581092
0.0001,0.0,39500,0.0001,0.21615942294562018
0.0001,0.0,39600,0.0001,0.21603956240804706
0.0001,0.0,39700,0.0001,0.2459086257811538
0.0001,0.0,39800,0.0001,0.21639678598774337
0.0001,0.0,39900,0.0001,0.21564276105638677
0.0001,0.0,40000,0.0001,0.21574061958361157
0.0001,0.0,40100,0.0001,0.21665787019889352
0.0001,0.0,40200,0.0001,0.2163310923898366
0.0001,0.0,40300,0.0001,0.2157396186013381
0.0001,0.0,40400,0.0001,0.21684371564871477
0.0001,0.0,40500,0.0001,0.22045951336273395
0.0001,0.0,40600,0.0001,0.2154248509872727
0.0001,0.0,40700,0.0001,0.21654049835376715
0.0001,0.0,40800,0.0001,0.21628732424117533
0.0001,0.0,40900,0.0001,0.21610906019780707
0.0001,0.0,41000,0.0001,0.21623546322342255
0.0001,0.0,41100,0.0001,0.21783461762784204
0.0001,0.0,41200,0.0001,0.21651100111243787
0.0001,0.0,41300,0.0001,0.21743754417833125
0.0001,0.0,41400,0.0001,0.21540772097791905
0.0001,0.0,41500,0.0001,0.21609567649863448
0.0001,0.0,41600,0.0001,0.24099392592044197
0.0001,0.0,41700,0.0001,0.21727408713532906
0.0001,0.0,41800,0.0001,0.2237352486463356
0.0001,0.0,41900,0.0001,0.2524591875758206
0.0001,0.0,42000,0.0001,0.21724733004675512
0.0001,0.0,42100,0.0001,0.2160827459291968
0.0001,0.0,42200,0.0001,0.22623210643140218
0.0001,0.0,42300,0.0001,0.2178407950139163
0.0001,0.0,42400,0.0001,0.21597391072551392
0.0001,0.0,42500,0.0001,0.28026493038506606
0.0001,0.0,42600,0.0001,0.21571249445691257
0.0001,0.0,42700,0.0001,0.21949207746293647
0.0001,0.0,42800,0.0001,0.21756412325860183
0.0001,0.0,42900,0.0001,0.22695371897421363
0.0001,0.0,43000,0.0001,0.21617212010153586
0.0001,0.0,43100,0.0001,0.21607394101967325
0.0001,0.0,43200,0.0001,0.2155270952718572
0.0001,0.0,43300,0.0001,0.289807274873121
0.0001,0.0,43400,0.0001,0.21567407190621532
0.0001,0.0,43500,0.0001,0.21539935187848724
0.0001,0.0,43600,0.0001,0.2159796338283623
0.0001,0.0,43700,0.0001,0.2397356075596145
0.0001,0.0,43800,0.0001,0.28022698937565854
0.0001,0.0,43900,0.0001,0.2242604260663443
0.0001,0.0,44000,0.0001,0.22241876369908528
0.0001,0.0,44100,0.0001,0.21608952567494566
0.0001,0.0,44200,0.0001,0.215494762480725
0.0001,0.0,44300,0.0001,0.29007452133401146
0.0001,0.0,44400,0.0001,0.21634890089327374
0.0001,0.0,44500,0.0001,0.22899967164647633
0.0001,0.0,44600,0.0001,0.21674206840903226
0.0001,0.0,44700,0.0001,0.21911465355311283
0.0001,0.0,44800,0.0001,0.21523965090361205
0.0001,0.0,44900,0.0001,0.21610909580565812
0.0001,0.0,45000,0.0001,0.2165014340038047
0.0001,0.0,45100,0.0001,0.21567802169927872
0.0001,0.0,45200,0.0001,0.21795949877226553
0.0001,0.0,45300,0.0001,0.21553699537602705
0.0001,0.0,45400,0.0001,0.3334498026230355
0.0001,0.0,45500,0.0001,0.21535700963481613
0.0001,0.0,45600,0.0001,0.21626003760928642
0.0001,0.0,45700,0.0001,0.21703561587011533
0.0001,0.0,45800,0.0001,0.21602952474616316
0.0001,0.0,45900,0.0001,0.2330032028333897
0.0001,0.0,46000,0.0001,0.21641187090371544
0.0001,0.0,46100,0.0001,0.2155971867849616
0.0001,0.0,46200,0.0001,0.21552923318686695
0.0001,0.0,46300,0.0001,0.21574665072323965
0.0001,0.0,46400,0.0001,0.21925293126602033
0.0001,0.0,46500,0.0001,0.2198531866882181
0.0001,0.0,46600,0.0001,0.21663124431309086
0.0001,0.0,46700,0.0001,0.2244754063562499
0.0001,0.0,46800,0.0001,0.2182571202516883
0.0001,0.0,46900,0.0001,0.21674391410145158
0.0001,0.0,47000,0.0001,0.21639143058013394
0.0001,0.0,47100,0.0001,0.21623013684005538
0.0001,0.0,47200,0.0001,0.21680418935991647
0.0001,0.0,47300,0.0001,0.21640725568506364
0.0001,0.0,47400,0.0001,0.21650335037570562
0.0001,0.0,47500,0.0001,0.21543024761336038
0.0001,0.0,47600,0.0001,0.24902410318910848
0.0001,0.0,47700,0.0001,0.21601980783736474
0.0001,0.0,47800,0.0001,0.21635780095395912
0.0001,0.0,47900,0.0001,0.21560457479114412
0.0001,0.0,48000,0.0001,0.21581539690950774
0.0001,0.0,48100,0.0001,0.25222080417809795
0.0001,0.0,48200,0.0001,0.21664229137313287
0.0001,0.0,48300,0.0001,0.21640040780238246
0.0001,0.0,48400,0.0001,0.31319524663689874
0.0001,0.0,48500,0.0001,0.22911963133332386
0.0001,0.0,48600,0.0001,0.21615053312946841
0.0001,0.0,48700,0.0001,0.2185068861175838
0.0001,0.0,48800,0.0001,0.21658696790690787
0.0001,0.0,48900,0.0001,0.2160965588206217
0.0001,0.0,49000,0.0001,0.21539063971498973
0.0001,0.0,49100,0.0001,0.2187576689726381
0.0001,0.0,49200,0.0001,0.21582526461337972
0.0001,0.0,49300,0.0001,0.2222881451536452
0.0001,0.0,49400,0.0001,0.21524553684716208
0.0001,0.0,49500,0.0001,0.21635045391792515
0.0001,0.0,49600,0.0001,0.21651881312828475
0.0001,0.0,49700,0.0001,0.21569505797637364
0.0001,0.0,49800,0.0001,0.21591651258073902
0.0001,0.0,49900,0.0001,0.21660766944945126
0.0001,0.0,49999,0.0001,0.21790095512118143
0.0001,0.0001,0,0.0001,8.700000000000001
0.0001,0.0001,100,9.900990099009902e-05,4.579672883597294
0.0001,0.0001,200,9.803921568627452e-05,3.3173570088219377
0.0001,0.0001,300,9.70873786407767e-05,2.5442898603418955
0.0001,0.0001,400,9.615384615384615e-05,2.008414733485982
0.0001,0.0001,500,9.523809523809524e-05,1.6108244824880296
0.0001,0.0001,600,9.433962264150943e-05,1.2593375329655352
0.0001,0.0001,700,9.345794392523364e-05,1.019628944431578
0.0001,0.0001,800,9.259259259259259e-05,0.8815133390490886
0.0001,0.0001,900,9.174311926605505e-05,0.7439297255489394
0.0001,0.0001,1000,9.09090909090909e-05,0.6401407750933906
0.0001,0.0001,1100,9.009009009009009e-05,0.5444742638102417
0.0001,0.0001,1200,8.928571428571429e-05,0.4764128186787845
0.0001,0.0001,1300,8.849557522123895e-05,0.42210857839962773
0.0001,0.0001,1400,8.771929824561403e-05,0.3979405674770874
0.0001,0.0001,1500,8.695652173913044e-05,0.34935786370152766
0.0001,0.0001,1600,8.620689655172414e-05,0.32214990120143483
0.0001,0.0001,1700,8.547008547008548e-05,0.3015625512026916
0.0001,0.0001,1800,8.474576271186441e-05,0.27567858342743384
0.0001,0.0001,1900,8.403361344537815e-05,0.2937697098437554
0.0001,0.0001,2000,8.333333333333334e-05,0.26410412267211114
0.0001,0.0001,2100,8.264462809917356e-05,0.2631047137585541
0.0001,0.0001,2200,8.19672131147541e-05,0.2598992635476371
0.0001,0.0001,2300,8.130081300813008e-05,0.2564760244505696
0.0001,0.0001,2400,8.064516129032258e-05,0.25425645011943476
0.0001,0.0001,2500,8e-05,0.25359602563002126
0.0001,0.0001,2600,7.936507936507937e-05,0.24884606947094146
0.0001,0.0001,2700,7.874015748031496e-05,0.24710955054741637
