Image Size,Features,C,Fold,Train Accuracy,Validation Accuracy,Balanced Accuracy,Body Recall,Face Recall,Actual Margin,Violation Proportion
"(64, 64)",4096,0.1,21,1.0,0.6111111111111112,0.6558441558441558,0.8571428571428571,0.45454545454545453,8.298956739808686,0.014492753623188406
"(64, 64)",4096,0.1,22,1.0,0.6111111111111112,0.6038961038961039,0.5714285714285714,0.6363636363636364,8.382066501485438,0.014492753623188406
"(64, 64)",4096,0.1,23,1.0,0.7058823529411765,0.6642857142857143,0.42857142857142855,0.9,7.83793957316801,0.014285714285714285
"(64, 64)",4096,0.1,24,1.0,0.7058823529411765,0.6642857142857143,0.42857142857142855,0.9,7.824579785441579,0.014285714285714285
"(64, 64)",4096,0.1,25,1.0,0.47058823529411764,0.4642857142857143,0.42857142857142855,0.5,8.334455364016675,0.0
"(64, 64)",4096,1.0,1,1.0,0.5555555555555556,0.5324675324675324,0.42857142857142855,0.6363636363636364,8.121568430543777,0.0
"(64, 64)",4096,1.0,2,1.0,0.7777777777777778,0.7662337662337663,0.7142857142857143,0.8181818181818182,7.4552704627381,0.0
"(64, 64)",4096,1.0,3,1.0,0.47058823529411764,0.4642857142857143,0.42857142857142855,0.5,8.806869128751732,0.0
"(64, 64)",4096,1.0,4,1.0,0.47058823529411764,0.4642857142857143,0.42857142857142855,0.5,8.60972095651196,0.014285714285714285
"(64, 64)",4096,1.0,5,1.0,0.6470588235294118,0.6357142857142857,0.5714285714285714,0.7,7.828532299878593,0.0
"(64, 64)",4096,1.0,6,1.0,0.7222222222222222,0.7207792207792207,0.7142857142857143,0.7272727272727273,8.157490273915828,0.0
"(64, 64)",4096,1.0,7,1.0,0.5555555555555556,0.5844155844155844,0.7142857142857143,0.45454545454545453,8.588441800247923,0.0
"(64, 64)",4096,1.0,8,1.0,0.5882352941176471,0.6071428571428572,0.7142857142857143,0.5,8.022087209092819,0.0
"(64, 64)",4096,1.0,9,1.0,0.4117647058823529,0.37142857142857144,0.14285714285714285,0.6,8.78312510386985,0.014285714285714285
"(64, 64)",4096,1.0,10,1.0,0.5882352941176471,0.5428571428571429,0.2857142857142857,0.8,7.75053323955341,0.0
"(64, 64)",4096,1.0,11,1.0,0.5,0.43506493506493504,0.14285714285714285,0.7272727272727273,8.471542356673522,0.0
"(64, 64)",4096,1.0,12,1.0,0.6111111111111112,0.577922077922078,0.42857142857142855,0.7272727272727273,7.733459290807161,0.0
"(64, 64)",4096,1.0,13,1.0,0.6470588235294118,0.6357142857142857,0.5714285714285714,0.7,8.159660868658195,0.0
"(64, 64)",4096,1.0,14,1.0,0.5294117647058824,0.5357142857142857,0.5714285714285714,0.5,7.980391660306158,0.0
"(64, 64)",4096,1.0,15,1.0,0.4117647058823529,0.39285714285714285,0.2857142857142857,0.5,8.683859431829541,0.0
"(64, 64)",4096,1.0,16,1.0,0.7222222222222222,0.6948051948051948,0.5714285714285714,0.8181818181818182,7.868032704857669,0.0
"(64, 64)",4096,1.0,17,1.0,0.5,0.487012987012987,0.42857142857142855,0.5454545454545454,7.881701334208757,0.0
"(64, 64)",4096,1.0,18,1.0,0.47058823529411764,0.4642857142857143,0.42857142857142855,0.5,8.373905037598588,0.0
"(64, 64)",4096,1.0,19,1.0,0.47058823529411764,0.4857142857142857,0.5714285714285714,0.4,8.661704005202242,0.0
"(64, 64)",4096,1.0,20,1.0,0.4117647058823529,0.41428571428571426,0.42857142857142855,0.4,8.260336759105478,0.014285714285714285
"(64, 64)",4096,1.0,21,1.0,0.6111111111111112,0.6558441558441558,0.8571428571428571,0.45454545454545453,8.277841906164209,0.0
"(64, 64)",4096,1.0,22,1.0,0.6111111111111112,0.6038961038961039,0.5714285714285714,0.6363636363636364,8.36729399334356,0.0
"(64, 64)",4096,1.0,23,1.0,0.7058823529411765,0.6642857142857143,0.42857142857142855,0.9,7.811322448785887,0.0
"(64, 64)",4096,1.0,24,1.0,0.7058823529411765,0.6642857142857143,0.42857142857142855,0.9,7.815435131269683,0.0
"(64, 64)",4096,1.0,25,1.0,0.47058823529411764,0.4642857142857143,0.42857142857142855,0.5,8.321220699677118,0.0
